headline,label,date
Markets tumble as inflation surges past forecast,0,2021-05-18
Unemployment claims rise unexpectedly,0,2022-10-07
Disappointing earnings drag tech sector down,0,2022-06-05
Federal Reserve signals interest rate pause to support markets,1,2021-06-17
Markets tumble as inflation surges past forecast,0,2022-06-28
Economic indicators point to sustained recovery,1,2021-09-08
Federal Reserve hints at aggressive rate hikes,0,2022-12-27
Unemployment claims rise unexpectedly,0,2022-04-19
Disappointing earnings drag tech sector down,0,2022-10-01
Disappointing earnings drag tech sector down,0,2022-06-06
Tech stocks rally as earnings exceed expectations,1,2022-04-26
Federal Reserve signals interest rate pause to support markets,1,2021-08-26
Economic indicators point to sustained recovery,1,2021-11-03
Markets tumble as inflation surges past forecast,0,2022-11-23
Positive job report boosts investor confidence,1,2022-12-29
Markets tumble as inflation surges past forecast,0,2022-03-03
Economic indicators point to sustained recovery,1,2022-05-09
"Oil prices fall, reducing inflation fears",1,2022-12-08
Economic indicators point to sustained recovery,1,2023-05-29
"Oil prices fall, reducing inflation fears",1,2021-06-13
"Oil prices fall, reducing inflation fears",1,2023-02-08
Geopolitical tensions trigger global selloff,0,2022-11-22
Tech stocks rally as earnings exceed expectations,1,2022-03-21
Economic indicators point to sustained recovery,1,2021-07-04
Positive job report boosts investor confidence,1,2021-11-03
Unemployment claims rise unexpectedly,0,2022-10-06
Economic indicators point to sustained recovery,1,2022-07-03
Federal Reserve hints at aggressive rate hikes,0,2022-02-03
Disappointing earnings drag tech sector down,0,2021-04-14
Tech stocks rally as earnings exceed expectations,1,2022-02-23
Positive job report boosts investor confidence,1,2023-03-18
Geopolitical tensions trigger global selloff,0,2023-02-22
Federal Reserve signals interest rate pause to support markets,1,2023-02-16
Tech stocks rally as earnings exceed expectations,1,2021-01-07
Federal Reserve signals interest rate pause to support markets,1,2022-03-03
Federal Reserve signals interest rate pause to support markets,1,2021-06-22
Disappointing earnings drag tech sector down,0,2022-04-16
Federal Reserve signals interest rate pause to support markets,1,2022-01-02
Tech stocks rally as earnings exceed expectations,1,2022-09-08
Unemployment claims rise unexpectedly,0,2023-01-12
Markets tumble as inflation surges past forecast,0,2022-09-25
Geopolitical tensions trigger global selloff,0,2022-07-16
Federal Reserve hints at aggressive rate hikes,0,2023-02-12
Geopolitical tensions trigger global selloff,0,2021-08-27
Disappointing earnings drag tech sector down,0,2022-11-14
Tech stocks rally as earnings exceed expectations,1,2023-05-10
Positive job report boosts investor confidence,1,2021-06-23
Tech stocks rally as earnings exceed expectations,1,2021-09-04
Markets tumble as inflation surges past forecast,0,2021-11-21
Unemployment claims rise unexpectedly,0,2021-06-22
Unemployment claims rise unexpectedly,0,2022-04-17
Geopolitical tensions trigger global selloff,0,2022-05-31
Tech stocks rally as earnings exceed expectations,1,2021-07-26
Geopolitical tensions trigger global selloff,0,2021-10-12
Tech stocks rally as earnings exceed expectations,1,2021-10-21
Federal Reserve signals interest rate pause to support markets,1,2021-12-12
Federal Reserve hints at aggressive rate hikes,0,2021-12-18
Federal Reserve hints at aggressive rate hikes,0,2022-09-18
Markets tumble as inflation surges past forecast,0,2022-07-28
Markets tumble as inflation surges past forecast,0,2023-03-24
Federal Reserve hints at aggressive rate hikes,0,2021-01-08
Economic indicators point to sustained recovery,1,2021-09-19
Economic indicators point to sustained recovery,1,2022-09-14
Positive job report boosts investor confidence,1,2023-03-22
Federal Reserve signals interest rate pause to support markets,1,2022-02-27
"Oil prices fall, reducing inflation fears",1,2021-11-28
Disappointing earnings drag tech sector down,0,2021-07-29
Markets tumble as inflation surges past forecast,0,2022-01-23
Geopolitical tensions trigger global selloff,0,2021-03-08
Geopolitical tensions trigger global selloff,0,2021-03-20
Geopolitical tensions trigger global selloff,0,2022-09-11
Positive job report boosts investor confidence,1,2022-04-10
Geopolitical tensions trigger global selloff,0,2022-03-06
Federal Reserve signals interest rate pause to support markets,1,2021-02-08
Federal Reserve hints at aggressive rate hikes,0,2023-02-02
Economic indicators point to sustained recovery,1,2022-12-16
Positive job report boosts investor confidence,1,2023-01-24
"Oil prices fall, reducing inflation fears",1,2022-12-12
Federal Reserve signals interest rate pause to support markets,1,2021-03-06
Disappointing earnings drag tech sector down,0,2022-04-01
"Oil prices fall, reducing inflation fears",1,2023-04-17
Tech stocks rally as earnings exceed expectations,1,2022-11-14
"Oil prices fall, reducing inflation fears",1,2021-09-27
Positive job report boosts investor confidence,1,2021-06-18
Geopolitical tensions trigger global selloff,0,2021-02-18
Federal Reserve signals interest rate pause to support markets,1,2021-12-16
Economic indicators point to sustained recovery,1,2022-12-21
Markets tumble as inflation surges past forecast,0,2021-02-20
"Oil prices fall, reducing inflation fears",1,2022-02-10
Federal Reserve signals interest rate pause to support markets,1,2021-06-16
Unemployment claims rise unexpectedly,0,2022-07-10
Economic indicators point to sustained recovery,1,2022-01-19
Federal Reserve hints at aggressive rate hikes,0,2021-08-06
Geopolitical tensions trigger global selloff,0,2021-09-19
"Oil prices fall, reducing inflation fears",1,2021-01-15
Federal Reserve hints at aggressive rate hikes,0,2022-06-27
Disappointing earnings drag tech sector down,0,2023-05-18
Markets tumble as inflation surges past forecast,0,2023-02-06
Unemployment claims rise unexpectedly,0,2021-08-10
Federal Reserve signals interest rate pause to support markets,1,2021-01-20
Federal Reserve hints at aggressive rate hikes,0,2021-06-12
Geopolitical tensions trigger global selloff,0,2021-04-04
Federal Reserve hints at aggressive rate hikes,0,2021-02-07
Economic indicators point to sustained recovery,1,2023-02-17
"Oil prices fall, reducing inflation fears",1,2022-03-08
"Oil prices fall, reducing inflation fears",1,2021-01-20
Federal Reserve hints at aggressive rate hikes,0,2022-02-11
Federal Reserve signals interest rate pause to support markets,1,2021-07-17
Positive job report boosts investor confidence,1,2022-05-30
Disappointing earnings drag tech sector down,0,2022-01-10
"Oil prices fall, reducing inflation fears",1,2022-03-08
Positive job report boosts investor confidence,1,2021-01-01
Federal Reserve hints at aggressive rate hikes,0,2023-01-29
Markets tumble as inflation surges past forecast,0,2022-09-12
Federal Reserve signals interest rate pause to support markets,1,2021-05-20
Markets tumble as inflation surges past forecast,0,2022-06-17
Geopolitical tensions trigger global selloff,0,2021-05-30
"Oil prices fall, reducing inflation fears",1,2023-01-01
Geopolitical tensions trigger global selloff,0,2021-12-27
Tech stocks rally as earnings exceed expectations,1,2021-02-03
Unemployment claims rise unexpectedly,0,2021-06-28
Disappointing earnings drag tech sector down,0,2023-02-03
Markets tumble as inflation surges past forecast,0,2021-06-26
Geopolitical tensions trigger global selloff,0,2022-01-18
Disappointing earnings drag tech sector down,0,2022-10-22
Positive job report boosts investor confidence,1,2022-06-17
Markets tumble as inflation surges past forecast,0,2022-02-11
Economic indicators point to sustained recovery,1,2023-03-31
Unemployment claims rise unexpectedly,0,2022-04-21
Geopolitical tensions trigger global selloff,0,2021-07-28
Federal Reserve signals interest rate pause to support markets,1,2022-08-02
Geopolitical tensions trigger global selloff,0,2021-05-06
Disappointing earnings drag tech sector down,0,2021-11-10
Unemployment claims rise unexpectedly,0,2023-05-26
Geopolitical tensions trigger global selloff,0,2021-10-24
Federal Reserve signals interest rate pause to support markets,1,2023-03-06
Disappointing earnings drag tech sector down,0,2021-04-15
Disappointing earnings drag tech sector down,0,2021-07-21
Geopolitical tensions trigger global selloff,0,2022-09-18
Economic indicators point to sustained recovery,1,2023-05-13
Geopolitical tensions trigger global selloff,0,2023-01-04
Markets tumble as inflation surges past forecast,0,2022-01-31
Positive job report boosts investor confidence,1,2022-08-16
"Oil prices fall, reducing inflation fears",1,2021-06-16
Economic indicators point to sustained recovery,1,2022-06-28
Positive job report boosts investor confidence,1,2021-02-04
Federal Reserve hints at aggressive rate hikes,0,2023-04-25
Unemployment claims rise unexpectedly,0,2021-10-27
Markets tumble as inflation surges past forecast,0,2023-03-08
Unemployment claims rise unexpectedly,0,2021-09-23
Economic indicators point to sustained recovery,1,2022-10-12
Tech stocks rally as earnings exceed expectations,1,2021-04-30
Economic indicators point to sustained recovery,1,2022-12-28
Positive job report boosts investor confidence,1,2021-08-21
Disappointing earnings drag tech sector down,0,2022-06-08
Tech stocks rally as earnings exceed expectations,1,2023-03-30
Positive job report boosts investor confidence,1,2021-11-07
Economic indicators point to sustained recovery,1,2021-07-10
Tech stocks rally as earnings exceed expectations,1,2021-11-09
"Oil prices fall, reducing inflation fears",1,2022-08-06
Unemployment claims rise unexpectedly,0,2022-07-09
Economic indicators point to sustained recovery,1,2022-03-04
Geopolitical tensions trigger global selloff,0,2022-10-08
Markets tumble as inflation surges past forecast,0,2022-09-14
Federal Reserve signals interest rate pause to support markets,1,2022-11-16
Economic indicators point to sustained recovery,1,2022-10-28
Federal Reserve hints at aggressive rate hikes,0,2022-07-02
Disappointing earnings drag tech sector down,0,2021-03-03
Geopolitical tensions trigger global selloff,0,2023-06-15
Federal Reserve hints at aggressive rate hikes,0,2021-02-25
Unemployment claims rise unexpectedly,0,2021-01-12
"Oil prices fall, reducing inflation fears",1,2021-11-15
"Oil prices fall, reducing inflation fears",1,2022-10-17
"Oil prices fall, reducing inflation fears",1,2021-06-15
Federal Reserve hints at aggressive rate hikes,0,2021-11-27
Federal Reserve hints at aggressive rate hikes,0,2021-10-30
Economic indicators point to sustained recovery,1,2023-01-29
Geopolitical tensions trigger global selloff,0,2023-05-09
Economic indicators point to sustained recovery,1,2023-03-01
Disappointing earnings drag tech sector down,0,2021-11-03
Geopolitical tensions trigger global selloff,0,2023-05-02
Markets tumble as inflation surges past forecast,0,2023-06-20
"Oil prices fall, reducing inflation fears",1,2021-03-01
Federal Reserve signals interest rate pause to support markets,1,2021-12-28
Positive job report boosts investor confidence,1,2022-04-21
Federal Reserve signals interest rate pause to support markets,1,2022-04-25
Disappointing earnings drag tech sector down,0,2022-08-04
Federal Reserve hints at aggressive rate hikes,0,2022-04-29
Federal Reserve signals interest rate pause to support markets,1,2021-04-22
Federal Reserve hints at aggressive rate hikes,0,2021-06-12
Unemployment claims rise unexpectedly,0,2021-04-11
Positive job report boosts investor confidence,1,2021-12-05
"Oil prices fall, reducing inflation fears",1,2021-10-29
Markets tumble as inflation surges past forecast,0,2023-05-02
Positive job report boosts investor confidence,1,2022-06-04
Economic indicators point to sustained recovery,1,2022-04-16
Unemployment claims rise unexpectedly,0,2021-12-05
Markets tumble as inflation surges past forecast,0,2022-04-03
Disappointing earnings drag tech sector down,0,2023-05-01
Geopolitical tensions trigger global selloff,0,2022-11-04
Geopolitical tensions trigger global selloff,0,2021-03-05
Tech stocks rally as earnings exceed expectations,1,2022-11-19
Economic indicators point to sustained recovery,1,2022-05-22
Economic indicators point to sustained recovery,1,2022-07-15
Geopolitical tensions trigger global selloff,0,2021-09-12
Disappointing earnings drag tech sector down,0,2022-05-06
Federal Reserve signals interest rate pause to support markets,1,2021-08-10
Geopolitical tensions trigger global selloff,0,2021-12-27
Positive job report boosts investor confidence,1,2022-01-13
